%
% Note: original labels
%{ Rock, Mine}
% changed to -1,1
% for comp135 assignment
%
% NAME: Sonar, Mines vs. Rocks
% 
% SUMMARY: This is the data set used by Gorman and Sejnowski in their study
% of the classification of sonar signals using a neural network [1].  The
% task is to train a network to discriminate between sonar signals bounced
% off a metal cylinder and those bounced off a roughly cylindrical rock.
% 
% SOURCE: The data set was contributed to the benchmark collection by Terry
% Sejnowski, now at the Salk Institute and the University of California at
% San Deigo.  The data set was developed in collaboration with R. Paul
% Gorman of Allied-Signal Aerospace Technology Center.
% 
% MAINTAINER: Scott E. Fahlman
% 
% PROBLEM DESCRIPTION:
% 
% The file "sonar.mines" contains 111 patterns obtained by bouncing sonar
% signals off a metal cylinder at various angles and under various
% conditions.  The file "sonar.rocks" contains 97 patterns obtained from
% rocks under similar conditions.  The transmitted sonar signal is a
% frequency-modulated chirp, rising in frequency.  The data set contains
% signals obtained from a variety of different aspect angles, spanning 90
% degrees for the cylinder and 180 degrees for the rock.
% 
% Each pattern is a set of 60 numbers in the range 0.0 to 1.0.  Each number
% represents the energy within a particular frequency band, integrated over
% a certain period of time.  The integration aperture for higher frequencies
% occur later in time, since these frequencies are transmitted later during
% the chirp.
% 
% The label associated with each record contains the letter "R" if the object
% is a rock and "M" if it is a mine (metal cylinder).  The numbers in the
% labels are in increasing order of aspect angle, but they do not encode the
% angle directly.
% 
% METHODOLOGY: 
% 
% This data set can be used in a number of different ways to test learning
% speed, quality of ultimate learning, ability to generalize, or combinations
% of these factors.
% 
% In [1], Gorman and Sejnowski report two series of experiments: an
% "aspect-angle independent" series, in which the whole data set is used
% without controlling for aspect angle, and an "aspect-angle dependent"
% series in which the training and testing sets were carefully controlled to
% ensure that each set contained cases from each aspect angle in
% appropriate proportions.
% 
% For the aspect-angle independent experiments the combined set of 208 cases
% is divided randomly into 13 disjoint sets with 16 cases in each.  For each
% experiment, 12 of these sets are used as training data, while the 13th is
% reserved for testing.  The experiment is repeated 13 times so that every
% case appears once as part of a test set.  The reported performance is an
% average over the entire set of 13 different test sets, each run 10 times.
% 
% It was observed that this random division of the sample set led to rather
% uneven performance.  A few of the splits gave poor results, presumably
% because the test set contains some samples from aspect angles that are
% under-represented in the corresponding training set.  This motivated Gorman
% and Sejnowski to devise a different set of experiments in which an attempt
% was made to balance the training and test sets so that each would have a
% representative number of samples from all aspect angles.  Since detailed
% aspect angle information was not present in the data base of samples, the
% 208 samples were first divided into clusters, using a 60-dimensional
% Euclidian metric; each of these clusters was then divided between the
% 104-member training set and the 104-member test set.  
% 
% The actual training and testing samples used for the "aspect angle
% dependent" experiments are marked in the data files.  The reported
% performance is an average over 10 runs with this single division of the
% data set.
% 
% A standard back-propagation network was used for all experiments.  The
% network had 60 inputs and 2 output units, one indicating a cylinder and the
% other a rock.  Experiments were run with no hidden units (direct
% connections from each input to each output) and with a single hidden layer
% with 2, 3, 6, 12, or 24 units.  Each network was trained by 300 epochs over
% the entire training set.
% 
% The weight-update formulas used in this study were slightly different from
% the standard form.  A learning rate of 2.0 and momentum of 0.0 was used.
% Errors less than 0.2 were treated as zero.  Initial weights were uniform
% random values in the range -0.3 to +0.3.
% 
% RESULTS: 
% 
% For the angle independent experiments, Gorman and Sejnowski report the
% following results for networks with different numbers of hidden units:
% 
% Hidden	% Right on	Std.	% Right on	Std.
% Units	Training set	Dev.	Test Set	Dev.
% ------	------------	----	----------	----
% 0	89.4		2.1	77.1		8.3
% 2	96.5		0.7	81.9		6.2
% 3	98.8		0.4	82.0		7.3
% 6	99.7		0.2	83.5		5.6
% 12	99.8		0.1	84.7		5.7
% 24	99.8		0.1	84.5		5.7
% 
% For the angle-dependent experiments Gorman and Sejnowski report the
% following results:
% 
% Hidden	% Right on	Std.	% Right on	Std.
% Units	Training set	Dev.	Test Set	Dev.
% ------	------------	----	----------	----
% 0	79.3		3.4	73.1		4.8
% 2	96.2		2.2	85.7		6.3
% 3	98.1		1.5	87.6		3.0
% 6	99.4		0.9	89.3		2.4
% 12	99.8		0.6	90.4		1.8
% 24     100.0		0.0	89.2		1.4
% 
% Not surprisingly, the network's performance on the test set was somewhat
% better when the aspect angles in the training and test sets were balanced.
% 
% Gorman and Sejnowski further report that a nearest neighbor classifier on
% the same data gave an 82.7% probability of correct classification.
% 
% Three trained human subjects were each tested on 100 signals, chosen at
% random from the set of 208 returns used to create this data set.  Their
% responses ranged between 88% and 97% correct.  However, they may have been
% using information from the raw sonar signal that is not preserved in the
% processed data sets presented here.
% 
% REFERENCES: 
% 
% 1. Gorman, R. P., and Sejnowski, T. J. (1988).  "Analysis of Hidden Units
% in a Layered Network Trained to Classify Sonar Targets" in Neural Networks,
% Vol. 1, pp. 75-89.
%
%
%
%
% Relabeled values in attribute 'Class'
%    From: R                       To: Rock                
%    From: M                       To: Mine                
%
@relation sonar
@attribute 'attribute_1' real
@attribute 'attribute_2' real
@attribute 'attribute_3' real
@attribute 'attribute_4' real
@attribute 'attribute_5' real
@attribute 'attribute_6' real
@attribute 'attribute_7' real
@attribute 'attribute_8' real
@attribute 'attribute_9' real
@attribute 'attribute_10' real
@attribute 'attribute_11' real
@attribute 'attribute_12' real
@attribute 'attribute_13' real
@attribute 'attribute_14' real
@attribute 'attribute_15' real
@attribute 'attribute_16' real
@attribute 'attribute_17' real
@attribute 'attribute_18' real
@attribute 'attribute_19' real
@attribute 'attribute_20' real
@attribute 'attribute_21' real
@attribute 'attribute_22' real
@attribute 'attribute_23' real
@attribute 'attribute_24' real
@attribute 'attribute_25' real
@attribute 'attribute_26' real
@attribute 'attribute_27' real
@attribute 'attribute_28' real
@attribute 'attribute_29' real
@attribute 'attribute_30' real
@attribute 'attribute_31' real
@attribute 'attribute_32' real
@attribute 'attribute_33' real
@attribute 'attribute_34' real
@attribute 'attribute_35' real
@attribute 'attribute_36' real
@attribute 'attribute_37' real
@attribute 'attribute_38' real
@attribute 'attribute_39' real
@attribute 'attribute_40' real
@attribute 'attribute_41' real
@attribute 'attribute_42' real
@attribute 'attribute_43' real
@attribute 'attribute_44' real
@attribute 'attribute_45' real
@attribute 'attribute_46' real
@attribute 'attribute_47' real
@attribute 'attribute_48' real
@attribute 'attribute_49' real
@attribute 'attribute_50' real
@attribute 'attribute_51' real
@attribute 'attribute_52' real
@attribute 'attribute_53' real
@attribute 'attribute_54' real
@attribute 'attribute_55' real
@attribute 'attribute_56' real
@attribute 'attribute_57' real
@attribute 'attribute_58' real
@attribute 'attribute_59' real
@attribute 'attribute_60' real
@attribute 'Class' { -1, 1}
@data
0.005, 0.0017, 0.027, 0.045, 0.0958, 0.083, 0.0879, 0.122, 0.1977, 0.2282, 0.2521, 0.3484, 0.3309, 0.2614, 0.1782, 0.2055, 0.2298, 0.3545, 0.6218, 0.7265, 0.8346, 0.8268, 0.8366, 0.9408, 0.951, 0.9801, 0.9974, 1.0, 0.9036, 0.6409, 0.3857, 0.2908, 0.204, 0.1653, 0.1769, 0.114, 0.074, 0.0941, 0.0621, 0.0426, 0.0572, 0.1068, 0.1909, 0.2229, 0.2203, 0.2265, 0.1766, 0.1097, 0.0558, 0.0142, 0.0281, 0.0165, 0.0056, 0.001, 0.0027, 0.0062, 0.0024, 0.0063, 0.0017, 1.0,1
0.0203, 0.0121, 0.038, 0.0128, 0.0537, 0.0874, 0.1021, 0.0852, 0.1136, 0.1747, 0.2198, 0.2721, 0.2105, 0.1727, 0.204, 0.1786, 0.1318, 0.226, 0.2358, 0.3107, 0.3906, 0.3631, 0.4809, 0.6531, 0.7812, 0.8395, 0.918, 0.9769, 0.8937, 0.7022, 0.65, 0.5069, 0.3903, 0.3009, 0.1565, 0.0985, 0.22, 0.2243, 0.2736, 0.2152, 0.2438, 0.3154, 0.2112, 0.0991, 0.0594, 0.194, 0.1937, 0.1082, 0.0336, 0.0177, 0.0209, 0.0134, 0.0094, 0.0047, 0.0045, 0.0042, 0.0028, 0.0036, 0.0013, 1.0,1
0.0856, 0.0454, 0.0382, 0.0203, 0.0385, 0.0534, 0.214, 0.311, 0.2837, 0.2751, 0.2707, 0.0946, 0.102, 0.4519, 0.6737, 0.6699, 0.7066, 0.5632, 0.3785, 0.2721, 0.5297, 0.7697, 0.8643, 0.9304, 0.9372, 0.6247, 0.6024, 0.681, 0.5047, 0.5775, 0.4754, 0.24, 0.2779, 0.1997, 0.5305, 0.7409, 0.7775, 0.4424, 0.1416, 0.3508, 0.4482, 0.4208, 0.3054, 0.2235, 0.2611, 0.2798, 0.2392, 0.2021, 0.1326, 0.0358, 0.0128, 0.0172, 0.0138, 0.0079, 0.0037, 0.0051, 0.0258, 0.0102, 0.0037, 1.0,-1
0.0365, 0.1632, 0.1636, 0.1421, 0.113, 0.1306, 0.2112, 0.2268, 0.2992, 0.3735, 0.3042, 0.0387, 0.2679, 0.5397, 0.6204, 0.7257, 0.835, 0.6888, 0.445, 0.3921, 0.5605, 0.7545, 0.8311, 1.0, 0.8762, 0.7092, 0.7009, 0.5014, 0.3942, 0.4456, 0.4072, 0.0773, 0.1423, 0.0401, 0.3597, 0.6847, 0.7076, 0.3597, 0.0612, 0.3027, 0.3966, 0.3868, 0.238, 0.2059, 0.2288, 0.1704, 0.1587, 0.1792, 0.1022, 0.0151, 0.0223, 0.011, 0.0071, 0.0205, 0.0164, 0.0063, 0.0078, 0.0094, 0.011, 1.0,-1
0.0089, 0.0274, 0.0248, 0.0237, 0.0224, 0.0845, 0.1488, 0.1224, 0.1569, 0.2119, 0.3003, 0.3094, 0.2743, 0.2547, 0.187, 0.1452, 0.1457, 0.2429, 0.3259, 0.3679, 0.3355, 0.31, 0.3914, 0.528, 0.6409, 0.7707, 0.8754, 1.0, 0.9806, 0.6969, 0.4973, 0.502, 0.5359, 0.3842, 0.1848, 0.1149, 0.157, 0.1311, 0.1583, 0.2631, 0.3103, 0.4512, 0.3785, 0.1269, 0.1459, 0.1092, 0.1485, 0.1385, 0.0716, 0.0176, 0.0199, 0.0096, 0.0103, 0.0093, 0.0025, 0.0044, 0.0021, 0.0069, 0.006, 1.0,1
0.0217, 0.034, 0.0392, 0.0236, 0.1081, 0.1164, 0.1398, 0.1009, 0.1147, 0.1777, 0.4079, 0.4113, 0.3973, 0.5078, 0.6509, 0.8073, 0.9819, 1.0, 0.9407, 0.8452, 0.8106, 0.846, 0.6212, 0.5815, 0.7745, 0.8204, 0.5601, 0.2989, 0.5009, 0.6628, 0.5753, 0.4055, 0.3746, 0.3481, 0.158, 0.1422, 0.213, 0.1866, 0.1003, 0.2396, 0.2241, 0.2029, 0.071, 0.1606, 0.1669, 0.17, 0.1829, 0.1403, 0.0506, 0.0224, 0.0095, 0.0031, 0.0103, 0.0078, 0.0077, 0.0094, 0.0031, 0.003, 0.0013, 1.0,-1
0.0315, 0.0252, 0.0167, 0.0479, 0.0902, 0.1057, 0.1024, 0.1209, 0.1241, 0.1533, 0.2128, 0.2536, 0.2686, 0.2803, 0.1886, 0.1485, 0.216, 0.2417, 0.2989, 0.3341, 0.3786, 0.3956, 0.5232, 0.6913, 0.7868, 0.8337, 0.9199, 1.0, 0.899, 0.6456, 0.5967, 0.4355, 0.2997, 0.2294, 0.1866, 0.0922, 0.1829, 0.1743, 0.2452, 0.2407, 0.2518, 0.3184, 0.1685, 0.0675, 0.1186, 0.1833, 0.1878, 0.1114, 0.031, 0.0143, 0.0138, 0.0108, 0.0062, 0.0044, 0.0072, 0.0007, 0.0054, 0.0035, 0.0001, 1.0,1
0.0409, 0.0421, 0.0573, 0.013, 0.0183, 0.1019, 0.1054, 0.107, 0.2302, 0.2259, 0.2373, 0.3323, 0.3827, 0.484, 0.6812, 0.7555, 0.9522, 0.9826, 0.8871, 0.8268, 0.7561, 0.8217, 0.6967, 0.6444, 0.6948, 0.8014, 0.6053, 0.6084, 0.8877, 0.8557, 0.5563, 0.2897, 0.3638, 0.4786, 0.2908, 0.0899, 0.2043, 0.1707, 0.0407, 0.1286, 0.1581, 0.2191, 0.1701, 0.0971, 0.2217, 0.2732, 0.1874, 0.1062, 0.0665, 0.0405, 0.0113, 0.0028, 0.0036, 0.0105, 0.012, 0.0087, 0.0061, 0.0061, 0.003, 1.0,-1
0.0378, 0.0318, 0.0423, 0.035, 0.1787, 0.1635, 0.0887, 0.0817, 0.1779, 0.2053, 0.3135, 0.3118, 0.3686, 0.3885, 0.585, 0.7868, 0.9739, 1.0, 0.9843, 0.861, 0.8443, 0.9061, 0.5847, 0.4033, 0.5946, 0.6793, 0.6389, 0.5002, 0.5578, 0.4831, 0.4729, 0.3318, 0.3969, 0.3894, 0.2314, 0.1036, 0.1312, 0.0864, 0.2569, 0.3179, 0.2649, 0.2714, 0.1713, 0.0584, 0.123, 0.22, 0.2198, 0.1074, 0.0423, 0.0162, 0.0093, 0.0046, 0.0044, 0.0078, 0.0102, 0.0065, 0.0061, 0.0062, 0.0043, 1.0,-1
0.0156, 0.021, 0.0282, 0.0596, 0.0462, 0.0779, 0.1365, 0.078, 0.1038, 0.1567, 0.2476, 0.2783, 0.2896, 0.2956, 0.3189, 0.1892, 0.173, 0.2226, 0.2427, 0.3149, 0.4102, 0.3808, 0.4896, 0.6292, 0.7519, 0.7985, 0.883, 0.9915, 0.9223, 0.6981, 0.6167, 0.5069, 0.3921, 0.3524, 0.2183, 0.1245, 0.1592, 0.1626, 0.2356, 0.2483, 0.2437, 0.2715, 0.1184, 0.1157, 0.1449, 0.1883, 0.1954, 0.1492, 0.0511, 0.0155, 0.0189, 0.015, 0.006, 0.0082, 0.0091, 0.0038, 0.0056, 0.0056, 0.0048, 1.0,1
