@relation pp3

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute class {A,B,C}

@data
4.56635662149,3.22901777066,1.06823274953,1.00474040656,1.01695206276,A
4.18450798559,1.97815268339,1.19972625736,1.03675403672,1.03184476503,A
4.65989179311,2.04146749883,1.00781993397,0.973924673659,1.00067857072,A
4.22018809533,2.62471942451,1.21205331752,1.31782914278,0.96509217728,A
3.82431425542,2.22415385583,1.30814249824,1.61585893273,1.2756179641,A
4.40486449646,3.85998191665,1.2345409469,0.689036100132,1.28206970528,A
3.34843992778,1.97814453832,2.00409317218,0.220347958291,0.422260390971,A
3.06279262381,2.77423933612,0.498984950608,0.77937635744,0.998340242175,A
4.24867645931,2.59762112613,1.61085180037,1.41996565961,1.22249556951,A
3.29878033189,3.33490328866,-0.134332879431,0.893626236046,1.28883410917,A
3.70566360561,1.79426368842,0.783302165831,0.694590716156,0.874195326863,A
3.70047846573,1.98224167142,0.579355810118,1.03071860606,1.02784792319,A
3.82565093531,1.81602316258,0.541061560713,0.994655158889,1.02425449601,A
3.77934562432,1.99342371547,1.02512258013,0.856061748264,1.01046817474,A
4.38623972056,1.89098424118,0.990218207703,1.00357984733,0.961540166714,A
2.0117445874,1.97102416993,0.986220682996,0.991045102866,1.00690551861,A
4.50977860199,1.5859560996,0.933960153706,0.846438111162,0.90801980425,A
2.98848349311,2.20223061754,0.82092685836,1.03262457335,0.687614149399,A
3.98281279034,1.99771307458,1.00428089052,1.00665881734,1.01463582022,A
2.23905735719,1.56983349119,0.751032617777,1.16329516475,0.761299453575,A
3.77847633395,1.83830483145,2.00787050777,0.85482111381,1.27221916283,A
4.84047500187,1.64833587443,0.979065415685,0.750903443579,1.13795360878,A
4.27912789831,2.18512650028,0.879991847794,1.07694245685,1.05091054449,A
4.10905486197,1.99456450429,1.00756254459,0.995784156712,1.01714406721,A
3.52394165511,3.75139573942,1.75315496351,1.04442724048,1.46045604842,A
3.17494304666,2.34995611539,1.12650997984,0.776474370729,1.03425251111,A
4.00265200847,2.4820397705,1.71088864415,0.259634788766,1.02530548496,A
4.27222073716,2.0829783328,1.10476969247,1.50252982319,0.950530413753,A
3.96029183121,1.97445136302,1.00036420199,1.00354302417,0.998605341811,A
4.44730620462,0.837687152001,-0.13550863157,0.416900775185,1.4617728142,A
3.59103189286,1.58926966505,1.00749978853,1.05295098125,1.03326752491,A
4.26400860849,1.70094474608,1.28995557083,0.981722293117,1.06513596218,A
4.58655569583,2.13007699561,0.927982295044,0.844039450905,0.972718271581,A
